sample_name,include,habitat_depth_level1,habitat_act_collection,observed_otus,shannon,chao1,ph_cells_per_g_log,PD_whole_tree,goods_coverage,ph_cells_per_g,ph_cells_per_g_log,ph_cells_per_mg,ph_extrapolated_cells_per_60ul_total,ph_extrapolated_cells_per_extra_ln,ph_extrapolated_cells_per_pcr_total,ph_log_reads,ph_r1150,ph_reads_per_mg,ph_total_reads,altitude,anonymized_name,bile_sample,biomass_even,biomass_quartile,climate,collection_substrate,collection_timestamp,collection_year,common_name,condition_factor,conservation_status,control,control_2,control_cell_into_extraction,control_org,depth_high_range_m,depth_low_range_m,depth_m,description,diet,diet_reference,dist_to_dorsal_cm,distance_from_shore_m,distance_from_shore_m_log,dna_extracted,dnaplate_column,dnaplate_row,dnaplate_well_id,elevation,empo_1,empo_2,empo_3,env,env0,env_biome,env_feature,env_material,env_package,evo_distanceto_mackerel_median_mya,evo_timetree_species_name,extraction_cleanup,extraction_date,extraction_lot,extraction_mass_g,extraction_notes,extraction_notes_gill,extraction_plate_name,fish_collection_method,fl_cm,fmp_number,gamma_include,gape_cm,general_location,geo_loc_name,gi_cm,hab_notes,hab_sum,habitat_act_collection,habitat_be,habitat_cp,habitat_depth_level1,habitat_depth_level2,habitat_drf,habitat_dslp,habitat_is,habitat_kbrf,habitat_mdrf,habitat_ms,habitat_os,habitat_p,habitat_ref,habitat_rit,habitat_rst,habitat_sslp,habitat_sz,host_age,host_age_units,host_body_habitat,host_body_mass_index,host_body_product,host_body_site,host_common_name,host_common_name_,host_height,host_height_units,host_life_stage,host_scientific_name,host_subject_id,host_taxid,host_weight,host_weight_units,include_st,latitude,longitude,mass_g,mass_g_log,max_age,max_kg_grams,max_tl_cm,method_gear,month,name,notes,notes_on_dissection,num_order,number_db,ocean_basin,p_class,p_fam_common,p_family,p_genus,p_genus_species,p_order,pcr_order,physical_specimen_location,physical_specimen_remaining,prey_annelids,prey_arthropods,prey_echinoderms,prey_invertebrate,prey_large_fish,prey_mollusks,prey_phytoplankton_algae,prey_shark_marine_mammal,prey_small_fish,prey_zooplankton,primer_plate,qiita_study_id,radii,ratio_dorsal_to_tl,ratio_gape_to_tl,ratio_gi_to_tl,reproductive_process,salinity_tolerance,salinity_tolerance_migration,sample_type,sample_type_2,sample_type_descriptive,sample_types,scientific_name,sd_or_la,season,sex,sjbg_gill,sjbg_gill_direction,sjbg_gill_number,sjbg_gill_orientation,sjbg_gill_sample,sjbg_gill_tissue,sjbg_gill_type,sourcesink,substrata_collection,substrata_group,swim_acceleration,swim_endurance,swim_mode,swim_performance,taxon_id,title,title_fmp_core,tl_cm,trophic,trophic_likely,type_habitat_nonbay_bol,total_reads,log_total_reads,estimated_biomass_per_pcrrxn,estimated_biomass_per_dnarxn,estimated_cells_per_g,log_estimated_cells_per_g
13414.88.gill,1,mid,DSLP,81,4.735516795,89.66666667,4.056438881,10.00021241,0.996510067,11570,4.063333359,12,405,1.528228591,34,3.571126277,1,106429,3725,Not applicable,88.gill,FALSE,2,2,deep water,deep water benthic,3/10/18,2018,broadfin lampfish,0.753,LC,0,0,,0,1095,20,500,88.gill,"copepods, young fishes, sagitta, euphausiids",fishbase.org,5,9790,3.990782692,TRUE,11,h,h11,0,Host-associated,Animal,Animal corpus,88gill,gill,marine biome,animal-associated habitat,organic material,host-associated,146,Nannobrachium lineatum,clearmag beads KF,9/14/20,PS16L1,0.035,,WG,FMP101_P4_gill_1.88,Isaacs  Kidd Midwater Trawl,10.9,88,1,3,trawl,USA:CA:San Diego,5,deep sea,3,DSLP,0,0,mid,mesopelagic,0,1,0,0,0,0,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.753044668,UBERON:mucus,UBERON:gill,Broadfin lampfish,Broadfin lampfish,11.9,cm,Missing: not collected,Nannobrachium ritteri,FMP_88,319541,12.69,grams,1,32.674701,-117.355389,12.69,1.103461622,,,12,midwater trawl,3,88.gill,,,664,,Eastern Pacific,Actinopterygii,lanternfishes,Myctophidae,Nannobrachium,Nannobrachium ritteri,Myctophiformes,760,SIO,Missing: not collected,1,1,,1,,,,,1,,8,13414,,0.420168067,0.25210084,0.420168067,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Nannobrachium ritteri,na,winter,Unknown,,,,,,,,sink,sandy bottom,deep water benthic,2,2,Subcarangiform,generalist,319541,FMP101,1,11.9,3,3,TRUE,3820,3.582063363,33.21434402,398.5721282,11387.77509,4.056438881
13414.93.g,1,mid,DSLP,197,6.829152206,206.4418605,2.773741687,19.0421535,0.984065934,610,2.785329835,1,35,0.469398667,3,3.268343914,1,31983,1855,Not applicable,93.g,FALSE,1,1,deep water,deep water benthic,3/10/18,2018,california grenadier,0.2662,NE,0,0,,0,909,277,500,93.g,opportunistic,fishbase.org,4,9790,3.990782692,TRUE,1,e,e1,0,Host-associated,Animal,Animal corpus,93g,gill,marine biome,animal-associated habitat,organic material,host-associated,144,Nezumia aequalis,clearmag beads KF,9/14/20,PS16L1,0.058,,,plate5_89-103_gill.skin.mg.hg,Isaacs  Kidd Midwater Trawl,19,93,1,1.5,,USA:CA:San Diego,17,,2,DSLP,0,0,mid,mesopelagic,0,0,0,0,0,0,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.266219566,UBERON:mucus,UBERON:gill,california grenadier,CA rattail (or CA grenadier),19,cm,Missing: not collected,Nezumia stelgidolepis,FMP_93,1154598,18.26,grams,1,32.674701,-117.355389,18.26,1.261500773,,,45,midwater trawl,3,93.g,,,5,227,Eastern Pacific,Actinopterygii,grenadiers or rattails,Macrouridae,Nezumia,Nezumia stelgidolepis,Gadiformes,5,SIO,Missing: not collected,,,,1,,,,,1,,1,13414,,0.210526316,0.078947368,0.894736842,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Nezumia stelgidolepis,187,winter,Unknown,,,,,,,,sink,sandy bottom,deep water benthic,3,1,Cottiform,accelerator,1154598,FMP101,1,19,3,3,TRUE,1898,3.278296208,2.87070413,34.44844956,593.9387854,2.773741687
13414.69.gill,1,mid,OS,226,6.524581192,248.7777778,4.732734565,24.01115503,0.991600082,4393,3.642761203,4,1371,2.057763162,114,3.722551662,1,203038,5279,Not applicable,69.gill,FALSE,1,2,deep water,soft bottom,3/9/19,2019,blacktip poacher,0.29,NE,0,0,,0,400,18,150,69.gill,crustaceans,fishbase.org,4.3,9620,3.983175072,TRUE,9,e,e9,0,Host-associated,Animal,Animal corpus,69gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Xeneretmus latifrons,clearmag beads KF,9/14/20,PS16L1,0.026,,WG,FMP101_P4_gill_1.88,otter trawl,14.2,69,1,1.2,Trawl1,USA:CA:San Diego,6.5,,2,OS,0,0,mid,mesopelagic and benthopelagic,0,0,0,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.289966788,UBERON:mucus,UBERON:gill,blacktip poacher,Blacktip poacher,14.5,cm,Missing: not collected,Xeneretmus latifrons,FMP_69,274780,8.84,grams,1,32.63861111,-117.3416667,8.84,0.946452265,,,19,benthic trawl,3,69.gill,,,645,168,Eastern Pacific,Actinopterygii,poachers,Agonidae,Xeneretmus,Xeneretmus latifrons,Perciformes,741,SIO,Missing: not collected,,1,,,,,,,,,8,13414,,0.296551724,0.082758621,0.448275862,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Xeneretmus latifrons,128,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,3,1,Cottiform,accelerator,274780,FMP101,1,14.5,2,2,TRUE,5475,3.738384124,117.0918497,1405.102197,54042.39219,4.732734565
13414.71.gill,1,mid,OS,107,3.202870277,118.7692308,5.043116128,14.95879545,0.997532218,9311,3.968996327,9,4246,2.548791259,354,3.862965759,1,191947,7294,Not applicable,71.gill,FALSE,1,2,temperate,soft bottom,3/9/19,2019,pacific sanddab,0.697,NE,0,0,,0,549,0,150,71.gill,"bony fish, crustacean",https://biogeodb.stri.si.edu/sftep/en/thefishes/species/4431,0.9,9620,3.983175072,TRUE,9,g,g9,0,Host-associated,Animal,Animal corpus,71gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Citharichthys sordidus,clearmag beads KF,9/14/20,PS16L1,0.038,,WG,FMP101_P4_gill_1.88,otter trawl,12.4,71,1,1.1,Trawl1,USA:CA:San Diego,11.5,"sandy bottom, muddy bottom",2,OS,0,0,mid,mesopelagic and benthopelagic,0,0,0,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.69704357,UBERON:mucus,UBERON:gill,pacific sanddab,pacific sanddab,12.4,cm,Missing: not collected,Citharichthys sordidus,FMP_71,319774,13.29,grams,1,32.63861111,-117.3416667,13.29,1.123524981,9,,41,benthic trawl,3,71.gill,,,647,316,Eastern Pacific,Actinopterygii,large tooth flounders,Paralichthyidae,Citharichthys,Citharichthys sordidus,Pleuronectiformes,743,SIO,Missing: not collected,,1,,1,,,,,1,,8,13414,,0.072580645,0.088709677,0.927419355,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Citharichthys sordidus,275,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Plueronectiform,flow refuging,319774,FMP101,1,12.4,3,3,TRUE,7484,3.874133779,349.7183964,4196.620756,110437.3883,5.043116128
13414.72.gill,1,mid,OS,104,1.954413792,104.8571429,7.777143074,15.7425011,0.999849622,4971122,6.696454422,4971,6681188,5.745672455,556766,4.777143968,1,534473,59861,Not applicable,72.gill,TRUE,3,4,subtropical,soft bottom,3/9/19,2019,plainfin midshipman,0.7986,LC,0,0,,0,366,0,150,72.gill,"crustaceans, fish",fishbase.org,5.3,9620,3.983175072,TRUE,9,h,h9,0,Host-associated,Animal,Animal corpus,72gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Porichthys notatus,clearmag beads KF,9/14/20,PS16L1,0.112,,WG,FMP101_P4_gill_1.88,otter trawl,17.9,72,1,2.5,Trawl1,USA:CA:San Diego,15,,2,OS,0,0,mid,mesopelagic,0,0,0,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.798557853,UBERON:mucus,UBERON:gill,plainfin midshipman,plainfin midshipmen,17.9,cm,Missing: not collected,Porichthys notatus,FMP_72,45384,45.8,grams,1,32.63861111,-117.3416667,45.8,1.660865478,,,38,benthic trawl,3,72.gill,,,648,355,Eastern Pacific,Actinopterygii,toadfishes,Batrachoididae,Porichthys,Porichthys notatus,Batrachoidiformes,744,SIO,Missing: not collected,,1,,,,,,,1,,8,13414,,0.296089385,0.139664804,0.837988827,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Porichthys notatus,314,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Labriform,generalist,45384,FMP101,1,17.9,3,3,TRUE,61557,4.789277446,558701.5165,6704418.198,59860876.77,7.777143074
13414.73.gill,1,mid,OS,111,0.88103353,112.125,6.263247922,17.42237567,0.999719626,152510,5.183298321,153,755839,4.799248098,62987,4.506505032,1,77724,32100,Not applicable,73.gill,TRUE,2,3,temperate,soft bottom,3/9/19,2019,english sole,0.9013,NE,0,0,,0,550,0,150,73.gill,"crustaceans, worms, brittle stars, mollusks",fishbase.org,1,9620,3.983175072,TRUE,10,a,a10,0,Host-associated,Animal,Animal corpus,73gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Parophrys vetulus,clearmag beads KF,9/14/20,PS16L1,0.413,,WG,FMP101_P4_gill_1.88,otter trawl,27,73,0,2.5,Trawl1,USA:CA:San Diego,38,,1,OS,0,0,mid,mesopelagic and benthopelagic,0,0,0,0,0,1,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.901285373,UBERON:mucus,UBERON:gill,English sole,english sole,27,cm,Missing: not collected,Parophrys vetulus,FMP_73,172659,177.4,grams,1,32.63861111,-117.3416667,177.4,2.248953615,22,1.5,49,benthic trawl,3,73.gill,,,649,320,Eastern Pacific,Actinopterygii,righteye flounders,Pleuronectidae,Parophrys,Parophrys vetulus,Pleuronectiformes,745,SIO,Missing: not collected,1,1,1,,,1,,,,,8,13414,,0.037037037,0.092592593,1.407407407,oviparous,marine,oceanodromous,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Parophrys vetulus,279,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Plueronectiform,flow refuging,172659,FMP101,1,27,2,2,TRUE,33014,4.518698147,63098.1648,757177.9776,1833360.721,6.263247922
13414.61.gill,1,mid,SSLP,181,5.718417485,212.5384615,4.77129305,19.64836093,0.99343685,60710,4.783260233,61,2489,2.316863032,207,3.796643704,1,152707,6261,Not applicable,61.gill,FALSE,2,3,deep water,soft bottom,3/10/18,2018,mexican lampfish,0.5618,LC,0,0,,0,800,25,300,61.gill,"euphausiids, copepods",https://link.springer.com/content/pdf/10.1007/BF00394666.pdf,2.1,9790,3.990782692,TRUE,8,e,e8,0,Host-associated,Animal,Animal corpus,61gill,gill,marine biome,animal-associated habitat,organic material,host-associated,146,Diaphus rafinesquii,clearmag beads KF,9/14/20,PS16L1,0.041,,WG,FMP101_P4_gill_1.88,trawl,4.7,61,1,1.3,,USA:CA:San Diego,2.9,,3,SSLP,0,0,mid,mesopelagic,0,1,0,0,0,0,0,1,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.561845699,UBERON:mucus,UBERON:gill,Mexican  lampfish,Mexican lampfish,5.2,cm,Missing: not collected,Triphoturus mexicanus,FMP_61,242287,0.79,grams,1,32.674701,-117.355389,0.79,-0.102372909,,,7,benthic trawl,3,61.gill,,,637,na,Eastern Pacific,Actinopterygii,lanternfishes,Myctophidae,Triphoturus,Triphoturus mexicanus,Myctophiformes,733,SIO,Missing: not collected,,1,,1,,1,,,,,8,13414,,0.403846154,0.25,0.557692308,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Triphoturus mexicanus,na,winter,Unknown,,,,,,,,sink,sandy bottom,deep water benthic,2,2,Carangiform,crusier sprinter,242287,FMP101,1,5.2,2,2,TRUE,6396,3.805908455,201.7881509,2421.45781,59059.94659,4.77129305
13414.62.gill,1,mid,SSLP,384,6.380373164,436.7777778,5.631710987,33.72081643,0.993870473,428174,5.631620292,428,28688,3.378513584,2391,4.100232652,1,188000,12596,Not applicable,62.gill,TRUE no HG,2,3,deep water,soft bottom,3/10/18,2018,slender sole,0.5624,LC,0,0,,0,800,25,300,62.gill,"pelagic crustacean, small fish",https://agris.fao.org/agris-search/search.do?recordID=AV20120165264,1.7,9790,3.990782692,TRUE,8,f,f8,0,Host-associated,Animal,Animal corpus,62gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Eopsetta exilis,clearmag beads KF,9/14/20,PS16L1,0.067,,WG,FMP101_P4_gill_1.88,trawl,18,62,1,1.6,,USA:CA:San Diego,14.5,"sandy bottom, muddy bottom",2,SSLP,0,0,mid,mesopelagic and benthopelagic,0,0,0,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.562414266,UBERON:mucus,UBERON:gill,slender sole,slender sole,18,cm,Missing: not collected,Eopsetta exilis,FMP_62,195626,32.8,grams,1,32.674701,-117.355389,32.8,1.515873844,,,35,benthic trawl,3,62.gill,,,638,216,Eastern Pacific,Actinopterygii,righteye flounders,Pleuronectidae,Lyopsetta,Lyopsetta exilis,Pleuronectiformes,734,SIO,Missing: not collected,1,1,,1,,,,,1,,8,13414,,0.094444444,0.088888889,0.805555556,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Lyopsetta exilis,176,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Plueronectiform,flow refuging,195626,FMP101,1,18,3,3,TRUE,12961,4.112638511,2391.13746,28693.64952,428263.4256,5.631710987
13414.63.gill,1,mid,SSLP,629,4.418329906,672.9130435,6.672135062,56.76973682,0.997055222,4741923,6.675954498,4742,1109610,4.965989138,92468,4.554186199,1,153098,35825,Not applicable,63.gill,TRUE,3,4,deep water,soft bottom,3/10/18,2018,splitnose rockfish,1.4474,NE,0,0,,0,800,0,300,63.gill,"copepods, amphipods, ",ftp://ftp.streamnet.org/pub/marinehabitat/supporting_docs/GroundfishLifeHistoriesDec2003_wBookmarks.pdf,5,9790,3.990782692,TRUE,8,g,g8,0,Host-associated,Animal,Animal corpus,63gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Sebastes diploproa,clearmag beads KF,9/14/20,PS16L1,0.234,,WG,FMP101_P4_gill_1.88,trawl,15.5,63,1,3,,USA:CA:San Diego,18.5,"mud, rock cobble fields",1,SSLP,0,0,mid,mesopelagic and benthopelagic,0,1,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,1.447417005,UBERON:mucus,UBERON:gill,splitnose rockfish,splitnose rockfish,15.5,cm,Missing: not collected,Sebastes diploproa,FMP_63,72069,53.9,grams,1,32.674701,-117.355389,53.9,1.731588765,86,,0.81,benthic trawl,3,63.gill,,,639,200,Eastern Pacific,Actinopterygii,rockfish,Sebastidae,Sebastes,Sebastes diploproa,Perciformes,735,SIO,Missing: not collected,,1,,1,,,,,,1,8,13414,,0.322580645,0.193548387,1.193548387,viviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Sebastes diploproa,160,winter,Unknown,,,,,,,,sink,sandy bottom,rock associated,1,3,Labriform,generalist,72069,FMP101,1,15.5,2,2,TRUE,36730,4.565020928,91657.85153,1099894.218,4700402.643,6.672135062
13414.66.gill,1,mid,SSLP,830,7.047385793,841.012945,4.416916612,66.30183121,0.989153163,28599,4.456350848,29,5663,2.67384196,472,3.898725182,1,40000,7920,Not applicable,66.gill,FALSE,2,2,deep water,soft bottom,3/10/18,2018,rex sole,0.6888,NE,0,0,,0,900,0,300,66.gill,"annelida, crustacea, mollusks, fish",https://agris.fao.org/agris-search/search.do?recordID=AV20120165264,1.5,9790,3.990782692,TRUE,9,b,b9,0,Host-associated,Animal,Animal corpus,66gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Glyptocephalus zachirus,clearmag beads KF,9/14/20,PS16L1,0.198,,WG,FMP101_P4_gill_1.88,trawl,24.7,66,1,1.3,,USA:CA:San Diego,15,"sandy bottom, muddy bottom",1,SSLP,0,0,mid,mesopelagic and benthopelagic,0,1,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.688821182,UBERON:mucus,UBERON:gill,rex sole,rex sole,24.7,cm,Missing: not collected,Glyptocephalus zachirus,FMP_66,195612,103.8,grams,1,32.674701,-117.355389,103.8,2.016197354,27,2,60,benthic trawl,3,66.gill,,,642,204,Eastern Pacific,Actinopterygii,righteye flounders,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,Pleuronectiformes,738,SIO,Missing: not collected,1,1,,1,,1,,,1,,8,13414,,0.060728745,0.052631579,0.607287449,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Glyptocephalus zachirus,164,winter,F,,,,,,,,sink,sandy bottom,soft bottom,1,3,Plueronectiform,flow refuging,195612,FMP101,1,24.7,3,3,TRUE,7944,3.900039235,430.9238751,5171.086501,26116.59849,4.416916612
13414.74.gill,1,mid,SSLP,66,0.352016174,66,7.720757047,10.56943045,0.999986587,4337541,6.637243593,4338,14417986,6.079723361,1201499,4.872668962,1,269271,74588,Not applicable,74.gill,TRUE,3,4,deep water,soft bottom,3/9/19,2019,north pacific hake,0.6113,LC,0,0,,0,1000,0,328.5,74.gill,invertebrates,fishbase.org,8.8,12130,4.083860801,TRUE,10,b,b10,0,Host-associated,Animal,Animal corpus,74gill,gill,marine biome,animal-associated habitat,organic material,host-associated,144,Merluccius productus,clearmag beads KF,9/14/20,PS16L1,0.277,,PG,FMP101_P4_gill_1.88,otter trawl,29,74,1,4.5,Trawl2,USA:CA:San Diego,22.2,,1,SSLP,0,0,mid,mesopelagic,0,1,0,0,0,0,0,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,0,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.611316472,UBERON:mucus,UBERON:gill,North pacific hake,hake,29.2,cm,Missing: not collected,Merluccius productus,FMP_74,89952,152.2,grams,1,32.68916667,-117.3844444,152.2,2.182414652,16,1.2,91,benthic trawl,3,74.gill,,,650,289,Eastern Pacific,Actinopterygii,merluccid hakes,Merlucciidae,Merluccius,Merluccius productus,Gadiformes,746,SIO,Missing: not collected,,,,1,,,,,,,8,13414,,0.301369863,0.154109589,0.760273973,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Merluccius productus,248,winter,Unknown,,,,,,,,sink,sandy bottom,deep water benthic,1,3,Labriform,generalist,89952,FMP101,1,29.2,2,2,TRUE,76827,4.885513875,1213544.119,14562529.43,52572308.42,7.720757047
13414.75.gill,1,mid,SSLP,256,6.585670076,267.4489796,4.008416844,23.39130282,0.993190467,879,2.943988875,1,1297,2.033694991,108,3.715669142,1,42244,5196,Not applicable,75.gill,FALSE,1,1,deep water,soft bottom,3/9/19,2019,bigfin eelpout,0.3907,NE,0,0,,0,620,73,328.5,75.gill,"copepods, euphasids",https://www.calacademy.org/sites/default/files/assets/docs/zoarcidae.pdf; MS Love,5.4,12130,4.083860801,TRUE,10,c,c10,0,Host-associated,Animal,Animal corpus,75gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Lycodes terraenovae,clearmag beads KF,9/14/20,PS16L1,0.123,,WG,FMP101_P4_gill_1.88,otter trawl,22,75,1,2.7,Trawl2,USA:CA:San Diego,13,muddy bottoms,4,SSLP,0,0,mid,mesopelagic and benthopelagic,0,1,0,0,0,1,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.390683696,UBERON:mucus,UBERON:gill,bigfin eelpout,bigfin eelpout,22,cm,Missing: not collected,Lycodes cortezianus,FMP_75,57818,41.6,grams,1,32.68916667,-117.3844444,41.6,1.619093331,,,50,benthic trawl,3,75.gill,,,651,127,Eastern Pacific,Actinopterygii,eelpouts,Zoarcidae,Lycodes,Lycodes cortezianus,Perciformes,747,SIO,Missing: not collected,,,,,,,,,,,8,13414,,0.245454545,0.122727273,0.590909091,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Lycodes cortezianus,87,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Labriform,generalist,57818,FMP101,1,22,2,2,TRUE,5300,3.72427587,104.5058758,1254.070509,10195.6952,4.008416844
13414.76.gill,1,mid,SSLP,767,8.364145165,826.0492958,6.152416578,50.90049755,0.983924818,120009,5.079213817,120,12961,3.033457602,1080,4.001560653,1,1115111,10036,Not applicable,76.gill,FALSE,2,3,deep water,soft bottom,3/9/19,2019,bearded eelpout,0.2196,NE,0,0,,0,373,82,328.5,76.gill,,fishbase.org,2.5,12130,4.083860801,TRUE,10,d,d10,0,Host-associated,Animal,Animal corpus,76gill,gill,marine biome,animal-associated habitat,organic material,host-associated,116,Lycodes,clearmag beads KF,9/14/20,PS16L1,0.009,,WG,FMP101_P4_gill_1.88,otter trawl,10.7,76,1,0.7,Trawl2,USA:CA:San Diego,5,"mud, sandy bottom",2,SSLP,0,0,mid,mesopelagic and benthopelagic,0,0,0,0,0,0,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.219584129,UBERON:mucus,UBERON:gill,bearded eelpout,bearded eelpout,10.7,cm,Missing: not collected,Lyconema barbatum,FMP_76,320593,2.69,grams,1,32.68916667,-117.3844444,2.69,0.42975228,,,17,benthic trawl,3,76.gill,,,652,173,Eastern Pacific,Actinopterygii,eelpouts,Zoarcidae,Lyconema,Lyconema barbatum,Perciformes,748,SIO,Missing: not collected,,,,,,,,,,,8,13414,,0.23364486,0.065420561,0.46728972,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Lyconema barbatum,133,winter,Unknown,,,,,,,,sink,sandy bottom,soft bottom,1,3,Labriform,generalist,320593,FMP101,1,10.7,Unknown,2,TRUE,10288,4.012330956,1065.314507,12783.77408,1420419.343,6.152416578
13414.77.gill,1,mid,SSLP,390,7.102414101,435.3733333,5.916145533,31.8214081,0.987262124,68943,4.838490177,69,5791,2.683590294,483,3.901512809,1,1138714,7971,Not applicable,77.gill,FALSE,2,3,deep water,soft bottom,3/9/19,2019,ca smoothtongue,0.577,NE,0,0,,0,850,25,328.5,77.gill,"salp, tunicates, krill, copepods",http://calcofi.org/publications/calcofireports/v31/Vol_31_Cailliet___Ebeling.pdf,2.8,12130,4.083860801,TRUE,10,e,e10,0,Host-associated,Animal,Animal corpus,77gill,gill,marine biome,animal-associated habitat,organic material,host-associated,199,Argentina sialis,clearmag beads KF,9/14/20,PS16L1,0.007,,WG,FMP101_P4_gill_1.88,otter trawl,5.3,77,1,0.7,Trawl2,USA:CA:San Diego,3,deep sea,3,SSLP,0,0,mid,mesopelagic,0,1,0,0,0,0,1,0,The ecology of marine fishes of california and adjacent waters 2006,0,0,1,0,Missing: not collected,Missing: not collected,UBERON:respiratory system,0.577009767,UBERON:mucus,UBERON:gill,CA smoothtongue,CA smoothtongue,5.5,cm,Missing: not collected,Leuroglossus stilbius,FMP_77,301819,0.96,grams,1,32.68916667,-117.3844444,0.96,-0.017728767,,,15,benthic trawl,3,77.gill,,,653,,Eastern Pacific,Actinopterygii,deep-sea smelts,Bathylagidae,Leuroglossus,Leuroglossus stilbius,Argentiniformes,749,SIO,Missing: not collected,,1,,1,,,,,,1,8,13414,,0.509090909,0.127272727,0.545454545,oviparous,marine,marine,fish gill,g,gill tissue,"gill, fin, skin, MG, HG",Leuroglossus stilbius,na,winter,Unknown,,,,,,,,sink,sandy bottom,deep water benthic,2,2,Subcarangiform,generalist,301819,FMP101,1,5.5,2,2,TRUE,8197,3.913654935,480.9083606,5770.900328,824414.3325,5.916145533
